"Username","Location","Verified User?","Tweet ID","Tweet Time","Tweet Text","Tweet Place","Retweet Count","Favorite Count"
"edudada","Sevilla ciberespacial","False","1084129971017338881","2019-01-12 16:48:21","RT @eraser: Microlearning Infographic 2019. https://t.co/CiHCVEwLgU  #elearning #mlearning #mobilelearning #microlearning #learning #LMS #e…","","2","0"
"Dr. Victoria M.Young","Caldwell, Idaho","False","1084123563160887296","2019-01-12 16:22:54","@palan57 #EdTech has been #BigMoney #BigData winner$ in #EdReform farce.
All Americans will pay the price 4 being uninformed &amp; uninvolved in what is happening 2 our traditional #publicschools Shame @SenAlexander @PattyMurray &amp; @SpeakerRyan 4 pushing #VetoFEPA #WithoutCONSENT #OfThePeople https://t.co/g8MuaKezH7","","3","1"
"Saransh Garg 🇮🇳","a thought away","False","1084118559712821251","2019-01-12 16:03:01","""Ambi’s vision is to disrupt higher education with a fresh take on how students engage with academic content &amp; with each other using a simple, intuitive, and centralized Learner Engagement Platform"" https://t.co/HiGejFoAIB #highered #edadmin #edtechchat #edreform #studentsuccess","","0","0"
"Traveling Educator","YYZ | LAX | MNL | JKT | JNB","False","1084111497230462976","2019-01-12 15:34:57","Do you hear me? 
•
•
#edchat #teacher #education #lrnchat #blendchat #mlearning #elearning #ipadchat #pbl #passiondriven #teaching #edreform #globaled #sschat #21stedchat #whatisschool… https://t.co/NkuwrptFLF","","0","2"
"Miami Gives","Miami, FL","False","1084107601938391041","2019-01-12 15:19:28","#GivingTueday RT @NYEdTechTeacher: #Opportunities #EdTech &amp; #ELearning Orgs have to #innovate #Education for #Teachers, #Schools &amp; #Students
#Edreform… https://t.co/U4J4CGgtv7","","0","1"
"ERICA M ROLDAN","GREENVILLE , SC","False","1084103686790529024","2019-01-12 15:03:55","RT @icivics: What is an education system built to do in regard to preparing students to engage in our democracy... @ckmcguire (@Hewlett_Fou…","","3","0"
"Dan Galante","New York, NY","False","1084099636095266816","2019-01-12 14:47:49","#EdTech Guide to using #Marketing &amp; #Growthhacking to #innovate #Education 
https://t.co/c80OyVhGxB
#admin #sped #ell #classroom
#edreform #edpolicy #teacher #schools #suptchat #elemchat #MSChat #HSChat #edtechchat #STEM #Steam #edchat #ELearning #Innovation #GivingTuesday","","0","2"
"Dan Galante","New York, NY","False","1084099544982396928","2019-01-12 14:47:27","#Opportunities #EdTech &amp; #ELearning Orgs have to #innovate #Education for #Teachers, #Schools &amp; #Students
#Edreform #hiring  https://t.co/lMGNKKuMCY
#Growthhacking #Innovation #K12 #Highered #Marketing #TeacherTraining #Publishing #k12education #hemktg #k12prchat #GivingTuesday","","0","1"
"Dan Galante","New York, NY","False","1084099446063943680","2019-01-12 14:47:04","Improve #Marketing/ #CustomerExperience in #EdTech &amp; #ELearning See How
#Education #K12 #Highered #hemktg #Growthhacking #Innovation #Tech #Sales #EdReform #STEM #STEAM #Publishing #Hiring #Recruiting  #custexp #cx #Teacher #Custserv https://t.co/Mz2C0uGWLJ","","0","2"
"Marta Azevedo","Torres Novas","False","1084096475221626880","2019-01-12 14:35:15","RT @UnlockingTime: What's stopping us from rethinking the way we allocate our time? 🤔
Quote via @pblbob @BIEpbl 
#edreform #pblchat https:/…","","5","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1084093872731500546","2019-01-12 14:24:55","This is an ELL teacher in New York who hates immigrant children. @ConorPWilliams @MonaDavids #edreform #ELL https://t.co/WlBxQmQOL6","","0","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1084093463732371457","2019-01-12 14:23:17","Bill identifies a problem with which #edreform-ers and other champions of children must be concerned. Also, an issue for folks working in ELL and dual-language curricula issues. @ConorPWilliams https://t.co/Ws6ZliXMuy","","0","0"
"EUSKeraser","","False","1084091280408436736","2019-01-12 14:14:37","RT @eraser: Designing for virtual reality and the impact on education| Alex Faaborg | TEDxCincinnati https://t.co/zeqdWc9Uhz #virtualRealit…","","7","0"
"EdTechReview","India","False","1084090877801316353","2019-01-12 14:13:01","""Ambi’s vision is to disrupt higher education with a fresh take on how students engage with academic content &amp; with each other using a simple, intuitive, and centralized Learner Engagement Platform""
https://t.co/BuLLFxMUYJ
#highered #edadmin #edtechchat #edreform #studentsuccess","","0","0"
"Mom Of All Capes","DC Metro Area","False","1084087459464560640","2019-01-12 13:59:26","We are all giving power to others by our actions &amp; omissions. When we surrender it unmindfully or heedlessly our power tends to gravitate towards reinforcing the status quo. When we circulate it intentionally we can direct it where we choose. @ericpliu 
#edchat #edreform #civxnow https://t.co/XfaACPF9LF","","1","1"
"Curio Learning","United States","False","1084086813780774913","2019-01-12 13:56:52","RT @tedfujimoto: Curiosity is powerful. The most desired employees, entreprenuers, innovators, educators are driven by it!  Schools need to…","","29","0"
"Juan José Calderón Amador","Sevilla","False","1084085100378230784","2019-01-12 13:50:03","Microlearning Infographic 2019. https://t.co/CiHCVEwLgU  #elearning #mlearning #mobilelearning #microlearning #learning #LMS #edtech #edchat #edreform #higherED #HigherEducation #University #Universidad #infographic #digitaltransformation #emergingtechnologies #technology","","2","2"
"edudada","Sevilla ciberespacial","False","1084084880873533440","2019-01-12 13:49:11","RT @eraser: How to save the world with elearning scenarios. Slideshare @CatMoore https://t.co/RJ4KfP1Mzc  #elearning #mlearning #education…","","3","0"
"John Faig","Washington DC","False","1084084694034075648","2019-01-12 13:48:27","Interesting video about ""Building Learning Power"" - https://t.co/qJ8w96xaXE #EdReform","","0","0"
"José ÁlvarezdeToledo","Santiago, Chile","False","1084083675162120193","2019-01-12 13:44:24","RT @jonbergmann: It's Time to End Educational Malpractice - #TEDx Talk  https://t.co/IC2HxlqP2u #edleadership #edadmin #engaged #education…","","3","0"
"Juan José Calderón Amador","Sevilla","False","1084075034707140609","2019-01-12 13:10:04","How to save the world with elearning scenarios. Slideshare @CatMoore https://t.co/RJ4KfP1Mzc  #elearning #mlearning #education #educación #edreform #onlinelearning #design #digitalTransformation #instructionaldesign #design #diseño #LMS #MOOC #edtech #edchat","","3","3"
"𝓐☀𝓢ử𝓷𝔂𝓯𝓲𝓮ℓ𝓭","Cambridge, Ontario","False","1084072070353305600","2019-01-12 12:58:17","RT @hughtheteacher: @TradeWestEDU Thank you so much for our Standing Height Dry Erase Cog Table! What a fantastic addition to our classroom…","","2","0"
"Sara Saltzman","NYC","False","1084071073325502464","2019-01-12 12:54:19","""The investment we’re making will more than pay off over the long term.” - Chris Caruso, the executive director of New York’s community schools. Take a closer look with @DavidKirp @NYTopinion https://t.co/9TDsnGQ01O #edreform #community","","0","1"
"Linda Cook","","False","1084069830003752961","2019-01-12 12:49:23","RT @jonbergmann: It's Time to End Educational Malpractice - #TEDx Talk  https://t.co/IC2HxlqP2u #edleadership #edadmin #engaged #education…","","3","0"
"EUSKeraser","","False","1084067192126226433","2019-01-12 12:38:54","RT @eraser: Darío Gil: ‘Fronteras de la tecnología' | #TechSociety @fundacionTef @EspacioFTef  https://t.co/dJWMcp3ZSX #tech #technology #e…","","2","0"
"Jon Bergmann","Lake Forest, IL","False","1084066822381539328","2019-01-12 12:37:26","It's Time to End Educational Malpractice - #TEDx Talk  https://t.co/IC2HxlqP2u #edleadership #edadmin #engaged #education #edreform #edchat #UKedchat #AussieEd #AsiaEd #edchtNZ #ILedchat","","3","4"
"estacion cadeaux","Sevilla","False","1084066403605450752","2019-01-12 12:35:46","RT @eraser: Debates sobre Tecnología y Educación: Caminos contemporáneos y conversaciones pendientes. Vol. 22, 1 (2019): Revista Iberoameri…","","5","0"
"Chuck Warfield, Ed.D.","","False","1084064056917528576","2019-01-12 12:26:26","RT @lgoldrick25: The transformation of the #teaching workforce — Updated research from the @PennGSE’s Richard Ingersoll finds new trends in…","","3","0"
"bazarlocos","Sevilla","False","1084063752385953792","2019-01-12 12:25:14","RT @eraser: Designing for virtual reality and the impact on education| Alex Faaborg | TEDxCincinnati https://t.co/zeqdWc9Uhz #virtualRealit…","","7","0"
"Maria Teresa Lugo","Buenos Aires","False","1084062827294396416","2019-01-12 12:21:33","RT @eraser: Debates sobre Tecnología y Educación: Caminos contemporáneos y conversaciones pendientes. Vol. 22, 1 (2019): Revista Iberoameri…","","5","0"
"Juan José Calderón Amador","Sevilla","False","1084062448741687296","2019-01-12 12:20:03","Debates sobre Tecnología y Educación: Caminos contemporáneos y conversaciones pendientes. Vol. 22, 1 (2019): Revista Iberoamericana de la Educación Digital (RIED) https://t.co/EDsGF9CpiQ  #edreform #tech #tecnología #technology #education #edtech #edchat #edreform #disruption","","5","2"
"Juan José Calderón Amador","Sevilla","False","1084059930141827072","2019-01-12 12:10:02","Darío Gil: ‘Fronteras de la tecnología' | #TechSociety @fundacionTef @EspacioFTef  https://t.co/dJWMcp3ZSX #tech #technology #emergingtechnologies #digitaltransformation #education #edtech #edchat #digitalLearning #edReform #elearning #NBIC #transhumanism #philosophy #tech","","2","1"
"bitiji","Zevilla ciberespaciá","False","1084055645471625217","2019-01-12 11:53:01","RT @eraser: Debates sobre Tecnología y Educación: Caminos contemporáneos y conversaciones pendientes. Vol. 22, N. 1 (2019): Revista Iberoam…","","2","0"
"James Clark","unite","False","1084040082288463872","2019-01-12 10:51:10","RT @eraser: Designing for virtual reality and the impact on education| Alex Faaborg | TEDxCincinnati https://t.co/zeqdWc9Uhz #virtualRealit…","","7","0"
"Toreador de pájaros","☁ ENTRE NUBES ☁","False","1084036187633975296","2019-01-12 10:35:42","RT @eraser: Designing for virtual reality and the impact on education| Alex Faaborg | TEDxCincinnati https://t.co/zeqdWc9Uhz #virtualRealit…","","7","0"
"michelle lee piña","Houston, TX","False","1084019072612806656","2019-01-12 09:27:41","RT @YouthWorxGood: This is our problem: The Kids Are Right: School Is Boring https://t.co/jtZVdLUo1d via @educationweek #edreform","","2","0"
"Ananya Deb Roy","New Delhi, India","False","1083954962927898624","2019-01-12 05:12:56","#edreform #edadmin #education https://t.co/1taCD6Naue","","0","0"
"Nathan McAlister","Kansas, USA ","False","1083934899004948480","2019-01-12 03:53:13","RT @MomOfAllCapes: Engage the spectrum! 
“We can’t approach this from a deficit point of view. We need a whole convening on equity and race…","","4","0"
"Heather Enzie","Calgary. BCHS. Go Cards!","False","1083928428917579776","2019-01-12 03:27:30","RT @UnlockingTime: What's stopping us from rethinking the way we allocate our time? 🤔
Quote via @pblbob @BIEpbl 
#edreform #pblchat https:/…","","5","0"
"Bob Lenz","San Francisco Bay Area","False","1083924224098455552","2019-01-12 03:10:48","RT @UnlockingTime: What's stopping us from rethinking the way we allocate our time? 🤔
Quote via @pblbob @BIEpbl 
#edreform #pblchat https:/…","","5","0"
"Nicole Biscotti, M. Ed. 🍎❤️","Phoenix, AZ","False","1083918465470058496","2019-01-12 02:47:55","RT @khmmc: @bbray27 @sylviaduckworth @BiscottiNicole @lportnoy @tweenteacher @heARTISTatWORK @hansappel094 @AnnickRauch @tamaraletter @Barb…","","2","0"
"Liam Goldrick","Philadelphia, PA","False","1083916765346832384","2019-01-12 02:41:09","RT @lgoldrick25: The transformation of the #teaching workforce — Updated research from the @PennGSE’s Richard Ingersoll finds new trends in…","","3","0"
"Cellie 🕉","LALA Land via Texas ","False","1083910855106818048","2019-01-12 02:17:40","RT @rdsathene: ""As Strike Looms, LAUSD Special Education Practices Come Into Focus"" - @ChangeTheLAUSD https://t.co/TMEeUBWCaG #LAUSD #EdRef…","","4","0"
"Clay Singleton","Summit, MS","False","1083904493002072065","2019-01-12 01:52:23","RT @LennonAudrain: I want to follow you if you’re...

A) an educator

B) care about the #future for #students

Please comment below &amp; retwe…","","1","0"
"Mark Levine","Romeoville, Illinois","False","1083902980049510406","2019-01-12 01:46:23","RT @khmmc: @bbray27 @sylviaduckworth @BiscottiNicole @lportnoy @tweenteacher @heARTISTatWORK @hansappel094 @AnnickRauch @tamaraletter @Barb…","","2","0"
"Kathleen McClaskey","NH","False","1083902837812281344","2019-01-12 01:45:49","@bbray27 @sylviaduckworth @BiscottiNicole @lportnoy @tweenteacher @heARTISTatWORK @hansappel094 @AnnickRauch @tamaraletter @BarbaraGruener @Shapiro_WTHS @LevineWrites This is adapted from the original Continuum of Ownership located at https://t.co/Hb7bAQvWCe and in the publication How to Personalize Learning! #makelearningpersonal #edchat #edreform #k12chat #satchat","","2","4"
"Terry Armstrong","","False","1083893546166276097","2019-01-12 01:08:53","RT @johnfaig: School schedule (time) should be rethought.  But, daily #teacher activities should also be reviewed.  Some activities should…","","1","0"
"Maria Widyati","","False","1083892554129494017","2019-01-12 01:04:57","RT @UnlockingTime: What's stopping us from rethinking the way we allocate our time? 🤔
Quote via @pblbob @BIEpbl 
#edreform #pblchat https:/…","","5","0"
"Aquila Education","","False","1083891498758877184","2019-01-12 01:00:45","Meeting the needs of every learner is a constant challenge. Education elements helps schools to put supports in place for all students. 

#EdReform #EdChatEU #EdChat

https://t.co/LiJSjjfFQs","","0","0"
"Peter C. Cook","New Orleans, Louisiana","False","1083890721076191232","2019-01-12 00:57:40","The agitators who have hijacked the past 2 @_OPSB meetings say the “community” hates #charters &amp; wants to dismantle the district’s reforms.

I guess they don’t represent the 460 parents who showed up to @habanscharter this a.m. for Parent Appreciation Day. #NOLAed #LaEd #edreform https://t.co/2k6Om912uA","","0","2"
